FIPS,location,census population 2010,estimated population 2019
31141,"Platte County, Nebraska","32,237","33,470"
31143,"Polk County, Nebraska","5,406","5,213"
31145,"Red Willow County, Nebraska","11,055","10,724"
31147,"Richardson County, Nebraska","8,363","7,865"
31149,"Rock County, Nebraska","1,526","1,357"
31151,"Saline County, Nebraska","14,200","14,224"
31153,"Sarpy County, Nebraska","158,840","187,196"
31155,"Saunders County, Nebraska","20,780","21,578"
31157,"Scotts Bluff County, Nebraska","36,970","35,618"
31159,"Seward County, Nebraska","16,750","17,284"
31161,"Sheridan County, Nebraska","5,469","5,246"
31163,"Sherman County, Nebraska","3,152","3,001"
31165,"Sioux County, Nebraska","1,311","1,166"
31167,"Stanton County, Nebraska","6,129","5,920"
31169,"Thayer County, Nebraska","5,228","5,003"
31171,"Thomas County, Nebraska",647,722
31173,"Thurston County, Nebraska","6,940","7,224"
31175,"Valley County, Nebraska","4,260","4,158"
31177,"Washington County, Nebraska","20,234","20,729"
31179,"Wayne County, Nebraska","9,595","9,385"
31181,"Webster County, Nebraska","3,812","3,487"
31183,"Wheeler County, Nebraska",818,783
31185,"York County, Nebraska","13,665","13,679"
32510,"Carson City County, Nevada","55,274","55,916"
32001,"Churchill County, Nevada","24,877","24,909"
32003,"Clark County, Nevada","1,951,269","2,266,715"
32005,"Douglas County, Nevada","46,997","48,905"
32007,"Elko County, Nevada","48,818","52,778"
32009,"Esmeralda County, Nevada",783,873
32011,"Eureka County, Nevada","1,987","2,029"
32013,"Humboldt County, Nevada","16,528","16,831"
32015,"Lander County, Nevada","5,775","5,532"
32017,"Lincoln County, Nevada","5,345","5,183"
32019,"Lyon County, Nevada","51,980","57,510"
32021,"Mineral County, Nevada","4,772","4,505"
32023,"Nye County, Nevada","43,946","46,523"
32027,"Pershing County, Nevada","6,753","6,725"
32029,"Storey County, Nevada","4,010","4,123"
32031,"Washoe County, Nevada","421,407","471,519"
32033,"White Pine County, Nevada","10,030","9,580"
33001,"Belknap County, New Hampshire","60,088","61,303"
33003,"Carroll County, New Hampshire","47,818","48,910"
33005,"Cheshire County, New Hampshire","77,117","76,085"
33007,"Coos County, New Hampshire","33,055","31,563"
33009,"Grafton County, New Hampshire","89,118","89,886"
33011,"Hillsborough County, New Hampshire","400,721","417,025"
33013,"Merrimack County, New Hampshire","146,445","151,391"
33015,"Rockingham County, New Hampshire","295,223","309,769"
33017,"Strafford County, New Hampshire","123,143","130,633"
33019,"Sullivan County, New Hampshire","43,742","43,146"
34001,"Atlantic County, New Jersey","274,549","263,670"
34003,"Bergen County, New Jersey","905,116","932,202"
34005,"Burlington County, New Jersey","448,734","445,349"
34007,"Camden County, New Jersey","513,657","506,471"
34009,"Cape May County, New Jersey","97,265","92,039"
34011,"Cumberland County, New Jersey","156,898","149,527"
34013,"Essex County, New Jersey","783,969","798,975"
34015,"Gloucester County, New Jersey","288,288","291,636"
34017,"Hudson County, New Jersey","634,266","672,391"
34019,"Hunterdon County, New Jersey","128,349","124,371"
34021,"Mercer County, New Jersey","366,513","367,430"
34023,"Middlesex County, New Jersey","809,858","825,062"
34025,"Monmouth County, New Jersey","630,380","618,795"
34027,"Morris County, New Jersey","492,276","491,845"
34029,"Ocean County, New Jersey","576,567","607,186"
34031,"Passaic County, New Jersey","501,226","501,826"
34033,"Salem County, New Jersey","66,083","62,385"
34035,"Somerset County, New Jersey","323,444","328,934"
34037,"Sussex County, New Jersey","149,265","140,488"
34039,"Union County, New Jersey","536,499","556,341"
34041,"Warren County, New Jersey","108,692","105,267"
35001,"Bernalillo County, New Mexico","662,564","679,121"
35003,"Catron County, New Mexico","3,725","3,527"
35005,"Chaves County, New Mexico","65,645","64,615"
35006,"Cibola County, New Mexico","27,213","26,675"
35007,"Colfax County, New Mexico","13,750","11,941"
35009,"Curry County, New Mexico","48,376","48,954"
35011,"De Baca County, New Mexico","2,022","1,748"
35013,"Dona Ana County, New Mexico","209,233","218,195"
35015,"Eddy County, New Mexico","53,829","58,460"
35017,"Grant County, New Mexico","29,514","26,998"
35019,"Guadalupe County, New Mexico","4,687","4,300"
35021,"Harding County, New Mexico",695,625
35023,"Hidalgo County, New Mexico","4,894","4,198"
35025,"Lea County, New Mexico","64,727","71,070"
35027,"Lincoln County, New Mexico","20,497","19,572"
35028,"Los Alamos County, New Mexico","17,950","19,369"
35029,"Luna County, New Mexico","25,095","23,709"
35031,"McKinley County, New Mexico","71,492","71,367"
35033,"Mora County, New Mexico","4,881","4,521"
35035,"Otero County, New Mexico","63,797","67,490"
35037,"Quay County, New Mexico","9,041","8,253"
35039,"Rio Arriba County, New Mexico","40,246","38,921"
35041,"Roosevelt County, New Mexico","19,846","18,500"
35045,"San Juan County, New Mexico","130,044","123,958"
35047,"San Miguel County, New Mexico","29,393","27,277"
35043,"Sandoval County, New Mexico","131,561","146,748"
35049,"Santa Fe County, New Mexico","144,170","150,358"
35051,"Sierra County, New Mexico","11,988","10,791"
35053,"Socorro County, New Mexico","17,866","16,637"
35055,"Taos County, New Mexico","32,937","32,723"
35057,"Torrance County, New Mexico","16,383","15,461"
35059,"Union County, New Mexico","4,549","4,059"
35061,"Valencia County, New Mexico","76,569","76,688"
36001,"Albany County, New York","304,204","305,506"
36003,"Allegany County, New York","48,946","46,091"
36005,"Bronx County, New York","1,385,108","1,418,207"
36007,"Broome County, New York","200,600","190,488"
36009,"Cattaraugus County, New York","80,317","76,117"
36011,"Cayuga County, New York","80,026","76,576"
36013,"Chautauqua County, New York","134,905","126,903"
36015,"Chemung County, New York","88,830","83,456"
36017,"Chenango County, New York","50,477","47,207"
36019,"Clinton County, New York","82,128","80,485"
36021,"Columbia County, New York","63,096","59,461"
36023,"Cortland County, New York","49,336","47,581"
36025,"Delaware County, New York","47,980","44,135"
36027,"Dutchess County, New York","297,488","294,218"
36029,"Erie County, New York","919,040","918,702"
36031,"Essex County, New York","39,370","36,885"
36033,"Franklin County, New York","51,599","50,022"
36035,"Fulton County, New York","55,531","53,383"
36037,"Genesee County, New York","60,079","57,280"
36039,"Greene County, New York","49,221","47,188"
36041,"Hamilton County, New York","4,836","4,416"
36043,"Herkimer County, New York","64,519","61,319"
36045,"Jefferson County, New York","116,229","109,834"
36047,"Kings County, New York","2,504,700","2,559,903"
36049,"Lewis County, New York","27,087","26,296"
36051,"Livingston County, New York","65,393","62,914"
36053,"Madison County, New York","73,442","70,941"
36055,"Monroe County, New York","744,344","741,770"
36057,"Montgomery County, New York","50,219","49,221"
36059,"Nassau County, New York","1,339,532","1,356,924"
36061,"New York City County, New York","1,585,873","1,628,706"
36063,"Niagara County, New York","216,469","209,281"
36065,"Oneida County, New York","234,878","228,671"
36067,"Onondaga County, New York","467,026","460,528"
36069,"Ontario County, New York","107,931","109,777"
36071,"Orange County, New York","372,813","384,940"
36073,"Orleans County, New York","42,883","40,352"
36075,"Oswego County, New York","122,109","117,124"
36077,"Otsego County, New York","62,259","59,493"
36079,"Putnam County, New York","99,710","98,320"
36081,"Queens County, New York","2,230,722","2,253,858"
36083,"Rensselaer County, New York","159,429","158,714"
36085,"Richmond County, New York","468,730","476,143"
36087,"Rockland County, New York","311,687","325,789"
36091,"Saratoga County, New York","219,607","229,863"
36093,"Schenectady County, New York","154,727","155,299"
36095,"Schoharie County, New York","32,749","30,999"
36097,"Schuyler County, New York","18,343","17,807"
36099,"Seneca County, New York","35,251","34,016"
36089,"St. Lawrence County, New York","111,944","107,740"
36101,"Steuben County, New York","98,990","95,379"
36103,"Suffolk County, New York","1,493,350","1,476,601"
36105,"Sullivan County, New York","77,547","75,432"
36107,"Tioga County, New York","51,125","48,203"
36109,"Tompkins County, New York","101,564","102,180"
36111,"Ulster County, New York","182,493","177,573"
36113,"Warren County, New York","65,707","63,944"
36115,"Washington County, New York","63,216","61,204"
36117,"Wayne County, New York","93,772","89,918"
36119,"Westchester County, New York","949,113","967,506"
36121,"Wyoming County, New York","42,155","39,859"
36123,"Yates County, New York","25,348","24,913"
37001,"Alamance County, North Carolina","151,131","169,509"
37003,"Alexander County, North Carolina","37,198","37,497"
37005,"Alleghany County, North Carolina","11,155","11,137"
37007,"Anson County, North Carolina","26,948","24,446"
37009,"Ashe County, North Carolina","27,281","27,203"
37011,"Avery County, North Carolina","17,797","17,557"
37013,"Beaufort County, North Carolina","47,759","46,994"
37015,"Bertie County, North Carolina","21,282","18,947"
37017,"Bladen County, North Carolina","35,190","32,722"
37019,"Brunswick County, North Carolina","107,431","142,820"
37021,"Buncombe County, North Carolina","238,318","261,191"
37023,"Burke County, North Carolina","90,912","90,485"
37025,"Cabarrus County, North Carolina","178,011","216,453"
37027,"Caldwell County, North Carolina","83,029","82,178"
37029,"Camden County, North Carolina","9,980","10,867"
37031,"Carteret County, North Carolina","66,469","69,473"
37033,"Caswell County, North Carolina","23,719","22,604"
37035,"Catawba County, North Carolina","154,358","159,551"
37037,"Chatham County, North Carolina","63,505","74,470"
37039,"Cherokee County, North Carolina","27,444","28,612"
37041,"Chowan County, North Carolina","14,793","13,943"
37043,"Clay County, North Carolina","10,587","11,231"
37045,"Cleveland County, North Carolina","98,078","97,947"
37047,"Columbus County, North Carolina","58,098","55,508"
37049,"Craven County, North Carolina","103,505","102,139"
37051,"Cumberland County, North Carolina","319,431","335,509"
37053,"Currituck County, North Carolina","23,547","27,763"
37055,"Dare County, North Carolina","33,920","37,009"
37057,"Davidson County, North Carolina","162,878","167,609"
37059,"Davie County, North Carolina","41,240","42,846"
37061,"Duplin County, North Carolina","58,505","58,741"
37063,"Durham County, North Carolina","267,587","321,488"
37065,"Edgecombe County, North Carolina","56,552","51,472"
37067,"Forsyth County, North Carolina","350,670","382,295"
37069,"Franklin County, North Carolina","60,619","69,685"
37071,"Gaston County, North Carolina","206,086","224,529"
37073,"Gates County, North Carolina","12,197","11,562"
37075,"Graham County, North Carolina","8,861","8,441"
37077,"Granville County, North Carolina","59,916","60,443"
37079,"Greene County, North Carolina","21,362","21,069"
37081,"Guilford County, North Carolina","488,406","537,174"
37083,"Halifax County, North Carolina","54,691","50,010"
37085,"Harnett County, North Carolina","114,678","135,976"
37087,"Haywood County, North Carolina","59,036","62,317"
37089,"Henderson County, North Carolina","106,740","117,417"
37091,"Hertford County, North Carolina","24,669","23,677"
37093,"Hoke County, North Carolina","46,952","55,234"
37095,"Hyde County, North Carolina","5,810","4,937"
37097,"Iredell County, North Carolina","159,437","181,806"
37099,"Jackson County, North Carolina","40,271","43,938"
37101,"Johnston County, North Carolina","168,878","209,339"
37103,"Jones County, North Carolina","10,153","9,419"
37105,"Lee County, North Carolina","57,866","61,779"
37107,"Lenoir County, North Carolina","59,495","55,949"
37109,"Lincoln County, North Carolina","78,265","86,111"
37113,"Macon County, North Carolina","33,922","35,858"
37115,"Madison County, North Carolina","20,764","21,755"
37117,"Martin County, North Carolina","24,505","22,440"
37111,"McDowell County, North Carolina","44,996","45,756"
37119,"Mecklenburg County, North Carolina","919,628","1,110,356"
37121,"Mitchell County, North Carolina","15,579","14,964"
37123,"Montgomery County, North Carolina","27,798","27,173"
37125,"Moore County, North Carolina","88,247","100,880"
37127,"Nash County, North Carolina","95,840","94,298"
37129,"New Hanover County, North Carolina","202,667","234,473"
37131,"Northampton County, North Carolina","22,099","19,483"
37133,"Onslow County, North Carolina","177,772","197,938"
37135,"Orange County, North Carolina","133,801","148,476"
37137,"Pamlico County, North Carolina","13,144","12,726"
37139,"Pasquotank County, North Carolina","40,661","39,824"
37141,"Pender County, North Carolina","52,217","63,060"
37143,"Perquimans County, North Carolina","13,453","13,463"
37145,"Person County, North Carolina","39,464","39,490"
37147,"Pitt County, North Carolina","168,148","180,742"
37149,"Polk County, North Carolina","20,510","20,724"
37151,"Randolph County, North Carolina","141,752","143,667"
37153,"Richmond County, North Carolina","46,639","44,829"
37155,"Robeson County, North Carolina","134,168","130,625"
37157,"Rockingham County, North Carolina","93,643","91,010"
37159,"Rowan County, North Carolina","138,428","142,088"
37161,"Rutherford County, North Carolina","67,810","67,029"
37163,"Sampson County, North Carolina","63,431","63,531"
37165,"Scotland County, North Carolina","36,157","34,823"
37167,"Stanly County, North Carolina","60,585","62,806"
37169,"Stokes County, North Carolina","47,401","45,591"
37171,"Surry County, North Carolina","73,673","71,783"
37173,"Swain County, North Carolina","13,981","14,271"
37175,"Transylvania County, North Carolina","33,090","34,385"
37177,"Tyrrell County, North Carolina","4,407","4,016"
37179,"Union County, North Carolina","201,292","239,859"
37181,"Vance County, North Carolina","45,422","44,535"
37183,"Wake County, North Carolina","900,993","1,111,761"
37185,"Warren County, North Carolina","20,972","19,731"
37187,"Washington County, North Carolina","13,228","11,580"
37189,"Watauga County, North Carolina","51,079","56,177"
37191,"Wayne County, North Carolina","122,623","123,131"
37193,"Wilkes County, North Carolina","69,340","68,412"
37195,"Wilson County, North Carolina","81,234","81,801"
37197,"Yadkin County, North Carolina","38,406","37,667"
37199,"Yancey County, North Carolina","17,818","18,069"
38001,"Adams County, North Dakota","2,343","2,216"
38003,"Barnes County, North Dakota","11,066","10,415"
38005,"Benson County, North Dakota","6,660","6,832"
38007,"Billings County, North Dakota",783,928
38009,"Bottineau County, North Dakota","6,429","6,282"
38011,"Bowman County, North Dakota","3,151","3,024"
38013,"Burke County, North Dakota","1,968","2,115"
38015,"Burleigh County, North Dakota","81,308","95,626"
38017,"Cass County, North Dakota","149,778","181,923"
38019,"Cavalier County, North Dakota","3,993","3,762"
38021,"Dickey County, North Dakota","5,289","4,872"
38023,"Divide County, North Dakota","2,071","2,264"
38025,"Dunn County, North Dakota","3,536","4,424"
38027,"Eddy County, North Dakota","2,385","2,287"
38029,"Emmons County, North Dakota","3,550","3,241"
38031,"Foster County, North Dakota","3,343","3,210"
38033,"Golden Valley County, North Dakota","1,680","1,761"
38035,"Grand Forks County, North Dakota","66,861","69,451"
38037,"Grant County, North Dakota","2,394","2,274"
38039,"Griggs County, North Dakota","2,420","2,231"
38041,"Hettinger County, North Dakota","2,477","2,499"
38043,"Kidder County, North Dakota","2,435","2,480"
38045,"LaMoure County, North Dakota","4,139","4,046"
38047,"Logan County, North Dakota","1,990","1,850"
38049,"McHenry County, North Dakota","5,395","5,745"
38051,"McIntosh County, North Dakota","2,809","2,497"
38053,"McKenzie County, North Dakota","6,360","15,024"
38055,"McLean County, North Dakota","8,962","9,450"
38057,"Mercer County, North Dakota","8,424","8,187"
38059,"Morton County, North Dakota","27,471","31,364"
38061,"Mountrail County, North Dakota","7,673","10,545"
38063,"Nelson County, North Dakota","3,126","2,879"
38065,"Oliver County, North Dakota","1,846","1,959"
38067,"Pembina County, North Dakota","7,413","6,801"
38069,"Pierce County, North Dakota","4,357","3,975"
38071,"Ramsey County, North Dakota","11,451","11,519"
38073,"Ransom County, North Dakota","5,457","5,218"
38075,"Renville County, North Dakota","2,470","2,327"
38077,"Richland County, North Dakota","16,321","16,177"
38079,"Rolette County, North Dakota","13,937","14,176"
38081,"Sargent County, North Dakota","3,829","3,898"
38083,"Sheridan County, North Dakota","1,321","1,315"
38085,"Sioux County, North Dakota","4,153","4,230"
38087,"Slope County, North Dakota",727,750
38089,"Stark County, North Dakota","24,199","31,489"
38091,"Steele County, North Dakota","1,975","1,890"
38093,"Stutsman County, North Dakota","21,100","20,704"
38095,"Towner County, North Dakota","2,246","2,189"
38097,"Traill County, North Dakota","8,121","8,036"
38099,"Walsh County, North Dakota","11,119","10,641"
38101,"Ward County, North Dakota","61,675","67,641"
38103,"Wells County, North Dakota","4,207","3,834"
38105,"Williams County, North Dakota","22,398","37,589"
39001,"Adams County, Ohio","28,550","27,698"
39003,"Allen County, Ohio","106,331","102,351"
39005,"Ashland County, Ohio","53,139","53,484"
39007,"Ashtabula County, Ohio","101,497","97,241"
39009,"Athens County, Ohio","64,757","65,327"
39011,"Auglaize County, Ohio","45,949","45,656"
39013,"Belmont County, Ohio","70,400","67,006"
39015,"Brown County, Ohio","44,846","43,432"
39017,"Butler County, Ohio","368,130","383,134"
39019,"Carroll County, Ohio","28,836","26,914"
39021,"Champaign County, Ohio","40,097","38,885"
39023,"Clark County, Ohio","138,333","134,083"
39025,"Clermont County, Ohio","197,363","206,428"
39027,"Clinton County, Ohio","42,040","41,968"
39029,"Columbiana County, Ohio","107,841","101,883"
39031,"Coshocton County, Ohio","36,901","36,600"
39033,"Crawford County, Ohio","43,784","41,494"
39035,"Cuyahoga County, Ohio","1,280,122","1,235,072"
39037,"Darke County, Ohio","52,959","51,113"
39039,"Defiance County, Ohio","39,037","38,087"
39041,"Delaware County, Ohio","174,214","209,177"
39043,"Erie County, Ohio","77,079","74,266"
39045,"Fairfield County, Ohio","146,156","157,574"
39047,"Fayette County, Ohio","29,030","28,525"
39049,"Franklin County, Ohio","1,163,414","1,316,756"
39051,"Fulton County, Ohio","42,698","42,126"
39053,"Gallia County, Ohio","30,934","29,898"
39055,"Geauga County, Ohio","93,389","93,649"
39057,"Greene County, Ohio","161,573","168,937"
39059,"Guernsey County, Ohio","40,087","38,875"
39061,"Hamilton County, Ohio","802,374","817,473"
39063,"Hancock County, Ohio","74,782","75,783"
39065,"Hardin County, Ohio","32,058","31,365"
39067,"Harrison County, Ohio","15,864","15,040"
39069,"Henry County, Ohio","28,215","27,006"
39071,"Highland County, Ohio","43,589","43,161"
39073,"Hocking County, Ohio","29,380","28,264"
39075,"Holmes County, Ohio","42,366","43,960"
39077,"Huron County, Ohio","59,626","58,266"
39079,"Jackson County, Ohio","33,225","32,413"
39081,"Jefferson County, Ohio","69,709","65,325"
39083,"Knox County, Ohio","60,921","62,322"
39085,"Lake County, Ohio","230,041","230,149"
39087,"Lawrence County, Ohio","62,450","59,463"
39089,"Licking County, Ohio","166,492","176,862"
39091,"Logan County, Ohio","45,858","45,672"
39093,"Lorain County, Ohio","301,356","309,833"
39095,"Lucas County, Ohio","441,815","428,348"
39097,"Madison County, Ohio","43,435","44,731"
39099,"Mahoning County, Ohio","238,823","228,683"
39101,"Marion County, Ohio","66,501","65,093"
39103,"Medina County, Ohio","172,332","179,746"
39105,"Meigs County, Ohio","23,770","22,907"
39107,"Mercer County, Ohio","40,814","41,172"
39109,"Miami County, Ohio","102,506","106,987"
39111,"Monroe County, Ohio","14,642","13,654"
39113,"Montgomery County, Ohio","535,153","531,687"
39115,"Morgan County, Ohio","15,054","14,508"
39117,"Morrow County, Ohio","34,827","35,328"
39119,"Muskingum County, Ohio","86,074","86,215"
39121,"Noble County, Ohio","14,645","14,424"
39123,"Ottawa County, Ohio","41,428","40,525"
39125,"Paulding County, Ohio","19,614","18,672"
39127,"Perry County, Ohio","36,058","36,134"
39129,"Pickaway County, Ohio","55,698","58,457"
39131,"Pike County, Ohio","28,709","27,772"
39133,"Portage County, Ohio","161,419","162,466"
39135,"Preble County, Ohio","42,270","40,882"
39137,"Putnam County, Ohio","34,499","33,861"
39139,"Richland County, Ohio","124,475","121,154"
39141,"Ross County, Ohio","78,064","76,666"
39143,"Sandusky County, Ohio","60,944","58,518"
39145,"Scioto County, Ohio","79,499","75,314"
39147,"Seneca County, Ohio","56,745","55,178"
39149,"Shelby County, Ohio","49,423","48,590"
39151,"Stark County, Ohio","375,586","370,606"
39153,"Summit County, Ohio","541,781","541,013"
39155,"Trumbull County, Ohio","210,312","197,974"
39157,"Tuscarawas County, Ohio","92,582","91,987"
39159,"Union County, Ohio","52,300","58,988"
39161,"Van Wert County, Ohio","28,744","28,275"
39163,"Vinton County, Ohio","13,435","13,085"
39165,"Warren County, Ohio","212,693","234,602"
39167,"Washington County, Ohio","61,778","59,911"
39169,"Wayne County, Ohio","114,520","115,710"
39171,"Williams County, Ohio","37,642","36,692"
39173,"Wood County, Ohio","125,488","130,817"
39175,"Wyandot County, Ohio","22,615","21,772"
40001,"Adair County, Oklahoma","22,683","22,194"
40003,"Alfalfa County, Oklahoma","5,642","5,702"
40005,"Atoka County, Oklahoma","14,182","13,758"
40007,"Beaver County, Oklahoma","5,636","5,311"
40009,"Beckham County, Oklahoma","22,119","21,859"
40011,"Blaine County, Oklahoma","11,943","9,429"
40013,"Bryan County, Oklahoma","42,416","47,995"
40015,"Caddo County, Oklahoma","29,600","28,762"
40017,"Canadian County, Oklahoma","115,541","148,306"
40019,"Carter County, Oklahoma","47,557","48,111"
40021,"Cherokee County, Oklahoma","46,987","48,657"
40023,"Choctaw County, Oklahoma","15,205","14,672"
40025,"Cimarron County, Oklahoma","2,475","2,137"
40027,"Cleveland County, Oklahoma","255,755","284,014"
40029,"Coal County, Oklahoma","5,925","5,495"
40031,"Comanche County, Oklahoma","124,098","120,749"
40033,"Cotton County, Oklahoma","6,193","5,666"
40035,"Craig County, Oklahoma","15,029","14,142"
40037,"Creek County, Oklahoma","69,967","71,522"
40039,"Custer County, Oklahoma","27,469","29,003"
40041,"Delaware County, Oklahoma","41,487","43,009"
40043,"Dewey County, Oklahoma","4,810","4,891"
40045,"Ellis County, Oklahoma","4,151","3,859"
40047,"Garfield County, Oklahoma","60,580","61,056"
40049,"Garvin County, Oklahoma","27,576","27,711"
40051,"Grady County, Oklahoma","52,431","55,834"
40053,"Grant County, Oklahoma","4,527","4,333"
40055,"Greer County, Oklahoma","6,239","5,712"
40057,"Harmon County, Oklahoma","2,922","2,653"
40059,"Harper County, Oklahoma","3,685","3,688"
40061,"Haskell County, Oklahoma","12,769","12,627"
40063,"Hughes County, Oklahoma","14,003","13,279"
40065,"Jackson County, Oklahoma","26,446","24,530"
40067,"Jefferson County, Oklahoma","6,472","6,002"
40069,"Johnston County, Oklahoma","10,957","11,085"
40071,"Kay County, Oklahoma","46,562","43,538"
40073,"Kingfisher County, Oklahoma","15,034","15,765"
40075,"Kiowa County, Oklahoma","9,446","8,708"
40077,"Latimer County, Oklahoma","11,154","10,073"
40079,"Le Flore County, Oklahoma","50,384","49,853"
40081,"Lincoln County, Oklahoma","34,273","34,877"
40083,"Logan County, Oklahoma","41,848","48,011"
40085,"Love County, Oklahoma","9,423","10,253"
40093,"Major County, Oklahoma","7,527","7,629"
40095,"Marshall County, Oklahoma","15,840","16,931"
40097,"Mayes County, Oklahoma","41,259","41,100"
40087,"McClain County, Oklahoma","34,506","40,474"
40089,"McCurtain County, Oklahoma","33,151","32,832"
40091,"McIntosh County, Oklahoma","20,252","19,596"
40099,"Murray County, Oklahoma","13,488","14,073"
40101,"Muskogee County, Oklahoma","70,990","67,997"
40103,"Noble County, Oklahoma","11,561","11,131"
40105,"Nowata County, Oklahoma","10,536","10,076"
40107,"Okfuskee County, Oklahoma","12,191","11,993"
40109,"Oklahoma County, Oklahoma","718,633","797,434"
40111,"Okmulgee County, Oklahoma","40,069","38,465"
40113,"Osage County, Oklahoma","47,472","46,963"
40115,"Ottawa County, Oklahoma","31,848","31,127"
40117,"Pawnee County, Oklahoma","16,577","16,376"
40119,"Payne County, Oklahoma","77,350","81,784"
40121,"Pittsburg County, Oklahoma","45,837","43,654"
40123,"Pontotoc County, Oklahoma","37,492","38,284"
40125,"Pottawatomie County, Oklahoma","69,442","72,592"
40127,"Pushmataha County, Oklahoma","11,572","11,096"
40129,"Roger Mills County, Oklahoma","3,647","3,583"
40131,"Rogers County, Oklahoma","86,905","92,459"
40133,"Seminole County, Oklahoma","25,482","24,258"
40135,"Sequoyah County, Oklahoma","42,391","41,569"
40137,"Stephens County, Oklahoma","45,048","43,143"
40139,"Texas County, Oklahoma","20,640","19,983"
40141,"Tillman County, Oklahoma","7,992","7,250"
40143,"Tulsa County, Oklahoma","603,403","651,552"
40145,"Wagoner County, Oklahoma","73,085","81,289"
40147,"Washington County, Oklahoma","50,976","51,527"
40149,"Washita County, Oklahoma","11,629","10,916"
40151,"Woods County, Oklahoma","8,878","8,793"
40153,"Woodward County, Oklahoma","20,081","20,211"
41001,"Baker County, Oregon","16,134","16,124"
41003,"Benton County, Oregon","85,579","93,053"
41005,"Clackamas County, Oregon","375,992","418,187"
41007,"Clatsop County, Oregon","37,039","40,224"
41009,"Columbia County, Oregon","49,351","52,354"
41011,"Coos County, Oregon","63,043","64,487"
41013,"Crook County, Oregon","20,978","24,404"
41015,"Curry County, Oregon","22,364","22,925"
41017,"Deschutes County, Oregon","157,733","197,692"
41019,"Douglas County, Oregon","107,667","110,980"
41021,"Gilliam County, Oregon","1,871","1,912"
41023,"Grant County, Oregon","7,445","7,199"
41025,"Harney County, Oregon","7,422","7,393"
41027,"Hood River County, Oregon","22,346","23,382"
41029,"Jackson County, Oregon","203,206","220,944"
41031,"Jefferson County, Oregon","21,720","24,658"
41033,"Josephine County, Oregon","82,713","87,487"
41035,"Klamath County, Oregon","66,380","68,238"
41037,"Lake County, Oregon","7,895","7,869"
41039,"Lane County, Oregon","351,715","382,067"
41041,"Lincoln County, Oregon","46,034","49,962"
41043,"Linn County, Oregon","116,672","129,749"
41045,"Malheur County, Oregon","31,313","30,571"
41047,"Marion County, Oregon","315,335","347,818"
41049,"Morrow County, Oregon","11,173","11,603"
41051,"Multnomah County, Oregon","735,334","812,855"
41053,"Polk County, Oregon","75,403","86,085"
41055,"Sherman County, Oregon","1,765","1,780"
41057,"Tillamook County, Oregon","25,250","27,036"
41059,"Umatilla County, Oregon","75,889","77,950"
41061,"Union County, Oregon","25,748","26,835"
41063,"Wallowa County, Oregon","7,008","7,208"
41065,"Wasco County, Oregon","25,213","26,682"
41067,"Washington County, Oregon","529,710","601,592"
41069,"Wheeler County, Oregon","1,441","1,332"
41071,"Yamhill County, Oregon","99,193","107,100"
42001,"Adams County, Pennsylvania","101,407","103,009"
42003,"Allegheny County, Pennsylvania","1,223,348","1,216,045"
42005,"Armstrong County, Pennsylvania","68,941","64,735"
42007,"Beaver County, Pennsylvania","170,539","163,929"
42009,"Bedford County, Pennsylvania","49,762","47,888"
42011,"Berks County, Pennsylvania","411,442","421,164"
42013,"Blair County, Pennsylvania","127,089","121,829"
42015,"Bradford County, Pennsylvania","62,622","60,323"
42017,"Bucks County, Pennsylvania","625,249","628,270"
42019,"Butler County, Pennsylvania","183,862","187,853"
42021,"Cambria County, Pennsylvania","143,679","130,192"
42023,"Cameron County, Pennsylvania","5,085","4,447"
42025,"Carbon County, Pennsylvania","65,249","64,182"
42027,"Centre County, Pennsylvania","153,990","162,385"
42029,"Chester County, Pennsylvania","498,886","524,989"
42031,"Clarion County, Pennsylvania","39,988","38,438"
42033,"Clearfield County, Pennsylvania","81,642","79,255"
42035,"Clinton County, Pennsylvania","39,238","38,632"
42037,"Columbia County, Pennsylvania","67,295","64,964"
42039,"Crawford County, Pennsylvania","88,765","84,629"
42041,"Cumberland County, Pennsylvania","235,406","253,370"
42043,"Dauphin County, Pennsylvania","268,100","278,299"
42045,"Delaware County, Pennsylvania","558,979","566,747"
42047,"Elk County, Pennsylvania","31,946","29,910"
42049,"Erie County, Pennsylvania","280,566","269,728"
42051,"Fayette County, Pennsylvania","136,606","129,274"
42053,"Forest County, Pennsylvania","7,716","7,247"
42055,"Franklin County, Pennsylvania","149,618","155,027"
42057,"Fulton County, Pennsylvania","14,845","14,530"
42059,"Greene County, Pennsylvania","38,686","36,233"
42061,"Huntingdon County, Pennsylvania","45,913","45,144"
42063,"Indiana County, Pennsylvania","88,880","84,073"
42065,"Jefferson County, Pennsylvania","45,200","43,425"
42067,"Juniata County, Pennsylvania","24,636","24,763"
42069,"Lackawanna County, Pennsylvania","214,437","209,674"
42071,"Lancaster County, Pennsylvania","519,445","545,724"
42073,"Lawrence County, Pennsylvania","91,108","85,512"
42075,"Lebanon County, Pennsylvania","133,568","141,793"
42077,"Lehigh County, Pennsylvania","349,497","369,318"
42079,"Luzerne County, Pennsylvania","320,918","317,417"
42081,"Lycoming County, Pennsylvania","116,111","113,299"
42083,"McKean County, Pennsylvania","43,450","40,625"
42085,"Mercer County, Pennsylvania","116,638","109,424"
